window	Freq	mean_discordant_reads_blacklist
5_23352000_-	1	1
5_23352000_+	1	1
5_23361000_-	2	1
5_23367000_+	1	1
5_23379000_-	2	1
5_23388000_+	1	1
5_23415000_+	1	1
5_23420000_+	1	1
5_2343000_+	1	1
5_23431000_-	1	1
5_23433000_-	1	1
5_23474000_+	1	1
5_23493000_-	1	1
5_23515000_+	2	1
5_23542000_-	1	1
5_23543000_-	1	1
5_23546000_+	1	1
5_23548000_-	1	1
5_23595000_+	2	1
5_236000_+	1	1
5_2360000_-	2	1
5_23626000_+	1	1
5_23627000_+	2	1
5_23632000_-	1	1
5_23640000_-	1	1
5_23646000_-	2	1
5_23683000_-	2	1
5_23684000_-	2	1
5_23698000_-	1	1
5_23707000_-	2	1
5_23720000_-	1	1
5_23725000_+	1	1
5_23733000_+	2	1
5_23738000_-	1	1
5_23750000_-	2	1
5_23761000_+	2	1
5_23766000_+	1	1
5_23814000_-	2	1
5_2382000_+	2	1
5_23821000_-	2	1
5_23829000_+	1	1
5_23845000_+	1	1
5_23856000_+	1	1
5_23857000_+	2	1
5_23859000_-	1	1
5_23865000_-	1	1
5_2387000_-	1	1
5_23885000_-	4	1
5_23887000_-	1	1
5_23905000_-	2	1
5_23907000_-	1	1
5_23915000_+	2	1
5_23961000_-	1	1
5_23966000_+	1	1
5_23991000_+	1	1
5_240000_-	2	1
5_24031000_-	2	1
5_24035000_-	1	1
5_24081000_+	2	1
5_2411000_+	1	1
5_24111000_+	1	1
5_24115000_-	2	1
5_24139000_+	1	1
5_24148000_-	1	1
5_24153000_+	1	1
5_24174000_+	1	1
5_24179000_+	1	1
5_2418000_+	2	1
5_24211000_-	2	1
5_24251000_-	1	1
5_24264000_+	2	1
5_24270000_+	1	1
5_24318000_+	1	1
5_24320000_+	1	1
5_24328000_-	1	1
5_24374000_-	1	1
5_2439000_-	1	1
5_24395000_-	1	1
5_24412000_-	2	1
5_24443000_+	2	1
5_24467000_+	1	1
5_24505000_-	1	1
5_24516000_-	2	1
5_24543000_+	1	1
5_24600000_-	2	1
5_24602000_-	1	1
5_24604000_-	1	1
5_24609000_-	2	1
5_24631000_-	2	1
5_24639000_+	1	1
5_24671000_-	1	1
5_24691000_-	1	1
5_24691000_+	1	1
5_24695000_-	2	1
5_24721000_-	1	1
5_24759000_+	1	1
5_2478000_+	1	1
5_24790000_-	1	1
5_24792000_-	2	1
5_24809000_+	1	1
5_24810000_+	1	1
5_2483000_-	1	1
5_24843000_-	1	1
5_24861000_-	2	1
5_24863000_-	1	1
5_24884000_-	1	1
5_24886000_+	1	1
5_24890000_-	2	1
5_24925000_-	1	1
5_24936000_+	2	1
5_2494000_+	2	1
5_24946000_+	2	1
5_24948000_+	1	1
5_24951000_+	2	1
5_24979000_-	1	1
5_24988000_+	1	1
5_24992000_-	2	1
5_24999000_-	2	1
5_25011000_-	2	1
5_25015000_-	1	1
5_25060000_-	1	1
5_25091000_-	2	1
5_25092000_+	1	1
5_25093000_-	1	1
5_25095000_+	1	1
5_2512000_+	2	1
5_25121000_+	1	1
5_25122000_-	1	1
5_2514000_-	1	1
5_25152000_+	1	1
5_25171000_+	1	1
5_25231000_-	1	1
5_2524000_+	1	1
5_2531000_+	1	1
5_25312000_-	1	1
5_25316000_-	2	1
5_25318000_+	2	1
5_25325000_+	2	1
5_25330000_+	2	1
5_25338000_-	1	1
5_2541000_+	1	1
5_25414000_+	1	1
5_2542000_+	2	1
5_25443000_+	1	1
5_2548000_-	2	1
5_2552000_-	1	1
5_25523000_+	2	1
5_25562000_-	2	1
5_25572000_-	2	1
5_25572000_+	1	1
5_25575000_-	1	1
5_25595000_-	2	1
5_25596000_+	1	1
5_2560000_+	1	1
5_25600000_+	1	1
5_2561000_+	1	1
5_25637000_+	1	1
5_25653000_+	2	1
5_25658000_-	2	1
5_25659000_+	1	1
5_25679000_+	1	1
5_25680000_+	1	1
5_2571000_+	2	1
5_25727000_+	1	1
5_25731000_+	1	1
5_25733000_+	2	1
5_25734000_-	2	1
5_25742000_-	1	1
5_25759000_-	1	1
5_25775000_-	1	1
5_2578000_-	1	1
5_25781000_+	1	1
5_25786000_+	2	1
5_2580000_-	1	1
5_25803000_+	2	1
5_25847000_-	1	1
5_2585000_+	1	2
5_25859000_+	1	1
5_25872000_-	2	1
5_25874000_+	2	1
5_25904000_-	2	1
5_25917000_+	1	1
5_25926000_-	1	1
5_25932000_+	1	1
5_25950000_-	2	1
5_2596000_+	1	1
5_2597000_+	2	1
5_25984000_+	2	1
5_25989000_+	3	1
5_2600000_-	1	1
5_26014000_-	2	1
5_26021000_+	1	1
5_26032000_+	1	1
5_26038000_-	2	1
5_26041000_+	2	1
5_26042000_-	2	1
5_26056000_+	2	1
5_26065000_-	1	1
5_26067000_+	1	1
5_2607000_-	2	1
5_26097000_+	1	1
5_26105000_-	1	1
5_26106000_+	2	1
5_26126000_+	2	1
5_26135000_+	2	1
5_26150000_+	2	1
5_26164000_-	2	1
5_26169000_+	2	1
5_26238000_-	1	1
5_26239000_-	2	1
5_26262000_-	1	1
5_26266000_+	2	1
5_26281000_+	2	1
5_26328000_+	2	1
5_26342000_-	1	1
5_26351000_+	2	1
5_26369000_-	1	1
5_2637000_+	2	1
5_26373000_+	2	1
5_26400000_+	2	1
5_26420000_+	1	1
5_26435000_+	1	1
5_26439000_-	1	1
5_26452000_+	1	1
5_26473000_-	1	1
5_26491000_+	2	1
5_26505000_+	1	1
5_26529000_+	1	1
5_2654000_+	1	1
5_26569000_-	1	1
5_26577000_+	1	1
5_26605000_+	1	1
5_26624000_+	1	1
5_26626000_-	1	2
5_26659000_-	2	1
5_2669000_-	2	1
5_26691000_-	1	1
5_26705000_-	1	1
5_26720000_+	1	1
5_26749000_+	1	1
5_26750000_+	2	1
5_26754000_-	1	1
5_26758000_-	1	1
5_26758000_+	2	1
5_2677000_+	1	1
5_26775000_+	1	1
5_26791000_-	1	1
5_26803000_+	2	1
5_26807000_-	1	1
5_26815000_-	1	1
5_2683000_+	1	1
5_26838000_-	1	1
5_26876000_+	1	1
5_2688000_+	1	1
5_26883000_+	1	1
5_26888000_+	1	1
5_26919000_-	2	1
5_26925000_-	1	1
5_26939000_-	1	1
5_26945000_-	2	1
5_26981000_-	3	1
5_26991000_-	2	1
5_270000_-	1	1
5_27026000_-	1	1
5_27040000_-	1	1
5_27041000_+	2	1
5_27046000_-	1	1
5_27088000_+	1	1
5_27095000_-	2	2
5_27099000_+	2	1
5_27123000_+	1	1
5_27131000_-	1	1
5_27134000_-	2	1
5_27136000_+	2	1
5_27178000_+	1	1
5_27199000_+	2	1
5_27200000_+	2	1
5_27201000_+	1	1
5_27220000_+	2	1
5_27226000_+	2	1
5_27242000_+	1	1
5_27256000_-	2	1
5_27269000_-	3	1
5_27274000_-	1	1
5_2730000_+	2	1
5_27307000_-	2	1
5_27313000_+	1	1
5_27366000_+	1	1
5_27387000_+	1	1
5_27408000_+	1	1
5_27415000_-	2	1
5_27428000_+	1	1
5_27433000_-	4	1
5_27433000_+	1	1
5_27435000_+	1	1
5_27436000_+	1	1
5_27439000_-	2	1
5_27449000_+	1	1
5_27458000_-	1	1
5_27459000_+	1	1
5_27460000_+	1	1
5_2750000_-	1	1
5_27547000_-	1	1
5_27548000_+	2	1
5_27550000_-	2	1
5_27559000_-	2	1
5_27564000_+	1	1
5_27575000_+	2	1
5_27580000_+	1	1
5_2761000_-	2	1
5_27618000_-	1	1
5_27627000_+	2	1
5_2764000_-	1	1
5_27651000_-	1	1
5_27668000_-	1	1
5_27678000_+	2	1
5_2769000_+	1	1
5_27695000_-	1	1
5_27708000_-	2	1
5_27765000_-	1	1
5_27790000_-	1	1
5_27797000_-	1	1
5_27808000_+	2	1
5_2782000_-	2	1
5_27822000_-	1	1
5_2784000_-	2	1
5_27871000_+	2	1
5_27874000_+	1	1
5_27877000_+	1	1
5_27881000_+	1	1
5_27882000_+	1	1
5_27918000_+	2	1
5_27953000_-	1	1
5_27965000_+	1	1
5_27970000_+	2	1
5_27979000_+	1	1
5_27983000_-	1	1
5_27986000_-	1	1
5_28019000_+	1	1
5_28021000_-	1	1
5_28042000_+	1	1
5_2805000_+	1	1
5_28090000_+	1	1
5_28148000_-	1	1
5_28150000_-	1	1
5_28156000_-	1	1
5_28180000_+	1	1
5_28200000_+	1	1
5_28203000_+	1	2
5_28222000_-	1	1
5_28226000_-	1	1
5_28247000_+	1	1
5_28268000_+	2	1
5_2827000_+	1	1
5_2829000_+	1	1
5_28292000_+	2	1
5_28299000_+	2	1
5_28302000_+	1	1
5_2833000_-	1	1
5_28375000_+	1	1
5_28377000_+	1	1
5_28428000_+	1	1
5_28434000_-	1	1
5_28445000_+	1	1
5_28461000_+	1	1
5_28463000_+	2	1
5_28466000_-	1	1
5_28479000_-	2	1
5_28501000_-	2	1
5_28506000_+	2	1
5_28523000_-	1	1
5_28531000_+	1	1
5_28537000_-	1	1
5_28543000_+	1	1
5_28561000_+	1	1
5_28585000_+	1	1
5_28591000_+	2	1
5_28593000_+	1	1
5_28602000_+	1	1
5_28616000_+	1	1
5_28623000_-	1	1
5_28627000_+	2	1
5_28629000_-	1	1
5_28656000_-	1	1
5_28687000_+	1	1
5_28711000_+	1	1
5_28730000_-	2	1
5_28731000_-	1	1
5_28813000_-	2	1
5_28819000_+	1	1
5_28838000_+	1	1
5_28842000_-	1	1
5_28850000_-	1	1
5_28867000_+	1	1
5_28897000_+	2	1
5_28907000_-	1	1
5_2895000_-	1	1
5_28963000_-	1	1
5_29016000_-	2	1
5_29021000_-	1	1
5_29022000_-	2	1
5_29025000_+	1	1
5_29050000_-	2	1
5_29055000_-	1	1
5_29167000_+	1	1
5_29203000_+	1	1
5_29208000_-	1	1
5_29209000_-	2	1
5_29213000_+	1	1
5_29222000_-	1	1
5_29248000_+	1	1
5_29257000_-	1	1
5_29263000_-	1	1
5_29285000_+	1	1
5_29292000_-	1	1
5_29304000_+	2	1
5_29306000_+	2	1
5_29314000_-	1	1
5_29332000_-	2	1
5_29344000_-	1	1
5_29379000_+	1	1
5_29405000_-	1	1
5_29439000_-	2	1
5_2946000_+	1	1
5_29481000_+	2	1
5_29483000_+	1	1
5_2950000_+	2	2
5_29504000_+	1	1
5_29518000_-	2	1
5_29518000_+	1	1
5_29558000_+	1	1
5_29587000_+	2	1
5_29588000_-	2	1
5_29600000_-	1	1
5_29603000_+	1	1
5_29606000_-	1	1
5_29607000_+	2	1
5_29616000_-	1	1
5_29616000_+	1	1
5_2962000_+	1	1
5_29626000_+	1	1
5_29675000_-	1	1
5_2969000_+	1	1
5_29719000_-	2	1
5_29737000_-	1	1
5_29778000_-	1	1
5_29824000_-	2	1
5_29832000_+	1	1
5_29837000_-	1	1
5_29853000_+	1	1
5_29862000_+	1	1
5_29883000_-	1	1
5_29897000_-	1	1
5_29911000_+	1	1
5_29917000_+	1	1
5_29932000_+	1	1
5_29985000_+	1	1
5_29989000_+	1	1
5_2999000_-	1	1
5_2999000_+	7	1
5_29994000_-	1	1
5_30000_+	1	1
5_30051000_+	1	1
5_30063000_+	2	1
5_301000_+	1	1
5_30102000_+	2	1
5_3011000_-	1	1
5_30111000_+	1	1
5_30118000_-	1	1
5_30125000_-	1	1
5_30141000_-	2	1
5_30144000_-	2	1
5_30152000_-	2	1
5_30153000_-	2	1
5_30209000_+	2	1
5_30229000_-	2	1
5_30297000_-	1	1
5_30311000_+	1	1
5_30313000_-	1	1
5_30318000_+	1	1
5_30319000_+	2	1
5_3032000_+	2	1
5_30343000_-	1	1
5_30363000_-	1	1
5_30389000_-	2	1
5_30393000_-	2	1
5_30399000_-	2	1
5_30432000_-	1	1
5_30450000_-	1	1
5_3048000_-	2	1
5_30503000_+	2	1
5_30534000_-	1	1
5_30558000_-	2	1
5_30580000_-	1	1
5_30609000_+	1	1
5_30627000_+	1	1
5_30646000_-	1	1
5_30695000_-	1	1
5_30698000_-	1	1
5_30705000_-	1	1
5_30716000_+	1	1
5_30727000_+	1	1
5_30728000_-	2	1
5_3073000_+	1	1
5_3074000_-	1	1
5_30750000_-	2	1
5_30769000_+	2	1
5_30782000_-	2	1
5_30786000_+	2	1
5_30824000_-	1	1
5_30826000_-	1	1
5_30854000_+	4	1
5_30866000_+	1	1
5_3087000_+	1	1
5_30883000_-	1	1
5_30897000_-	1	1
5_30899000_-	1	1
5_30907000_-	1	1
5_30912000_-	1	1
5_30948000_-	1	1
5_30963000_+	2	1
5_30976000_+	2	1
5_3099000_+	1	1
5_31003000_-	1	1
5_31028000_-	2	1
5_31034000_+	1	1
5_31051000_+	2	1
5_31054000_-	1	1
5_31056000_-	2	1
5_3106000_+	1	1
5_31082000_+	1	1
5_31108000_+	1	2
5_31126000_-	1	1
5_31132000_+	2	1
5_31154000_-	2	1
5_31174000_+	2	1
5_31180000_-	1	1
5_31189000_+	1	1
5_31202000_-	1	1
5_31208000_+	1	1
5_31212000_-	1	1
5_31236000_+	2	1
5_31241000_-	1	1
5_31248000_+	1	1
5_31260000_+	1	1
5_31288000_-	1	1
5_31310000_+	1	1
5_31317000_-	1	1
5_31331000_-	1	1
5_31342000_-	1	1
5_31343000_+	2	1
5_31357000_-	1	1
5_31359000_+	2	1
5_31371000_-	1	1
5_31373000_-	1	1
5_31409000_-	2	1
5_31443000_+	1	1
5_31451000_-	2	1
5_31475000_-	2	1
5_3150000_+	1	1
5_31500000_-	1	1
5_31508000_-	2	1
5_31514000_-	1	1
5_31516000_+	1	1
5_3152000_+	1	1
5_31521000_+	2	1
5_31527000_-	1	1
5_31534000_+	1	1
5_3154000_+	2	1
5_31556000_+	1	1
5_31563000_+	2	1
5_31565000_+	2	1
5_3157000_+	1	1
5_31584000_-	1	1
5_31603000_+	1	1
5_31650000_-	2	1
5_31666000_-	2	1
5_31667000_+	1	1
5_31675000_-	1	1
5_31683000_-	1	1
5_31692000_-	2	1
5_31698000_+	2	1
5_31703000_-	1	1
5_31713000_+	1	1
5_31717000_-	1	1
5_31747000_+	2	1
5_31766000_-	1	1
5_31774000_+	1	1
5_31775000_+	1	1
5_31781000_+	1	1
5_31791000_+	1	1
5_31799000_+	1	1
5_318000_-	2	1
5_31811000_-	2	1
5_3182000_+	1	1
5_31915000_+	1	1
5_31919000_+	2	1
5_31969000_+	1	1
5_3197000_+	1	1
5_31976000_-	2	1
5_31988000_+	1	1
5_32000000_+	2	1
5_32052000_+	1	1
5_32055000_+	1	1
5_32056000_-	1	1
5_32056000_+	1	1
5_32061000_-	1	1
5_32064000_-	1	1
5_32071000_+	2	1
5_3208000_+	2	1
5_32101000_-	1	1
5_32103000_+	2	1
5_32115000_+	1	1
5_32136000_-	1	1
5_32137000_+	1	1
5_32152000_-	2	1
5_32153000_-	1	1
5_32162000_+	2	1
5_3220000_-	1	1
5_32202000_-	1	1
5_32203000_+	2	1
5_32204000_+	1	1
5_32216000_-	1	1
5_32226000_+	1	1
5_32266000_+	2	1
5_32290000_-	1	1
5_32297000_-	1	1
5_32316000_+	1	1
5_32341000_+	2	1
5_32345000_+	1	1
5_32362000_+	2	1
5_32388000_+	1	1
5_32394000_+	1	1
5_32412000_+	2	1
5_32428000_+	1	1
5_32453000_-	1	1
5_32484000_-	2	1
5_32489000_+	1	1
5_3249000_-	1	1
5_32505000_+	1	1
5_32513000_-	1	1
5_32528000_+	1	1
5_32535000_+	2	1
5_32547000_-	1	1
5_32551000_+	1	1
5_32590000_-	1	1
5_32603000_+	2	1
5_32639000_-	2	1
5_32679000_+	2	1
5_32698000_-	1	1
5_32712000_+	2	1
5_32721000_-	2	1
5_32722000_+	1	1
5_32785000_+	1	1
5_32789000_+	2	1
5_32793000_-	2	1
5_32797000_+	1	1
5_32803000_-	2	1
5_32804000_+	1	1
5_32844000_+	2	1
5_32861000_-	1	1
5_32869000_+	2	1
5_3287000_+	1	1
5_32874000_-	2	1
5_3288000_-	2	1
5_32882000_+	2	1
5_32889000_-	2	1
5_329000_-	1	1
5_32909000_+	2	1
5_32910000_+	1	1
5_32927000_-	1	1
5_32948000_-	1	1
5_32974000_+	2	1
5_32977000_+	1	1
5_32990000_-	1	1
5_32993000_-	2	1
5_33011000_+	2	1
5_33038000_-	2	1
5_33073000_-	1	1
5_33075000_+	1	1
5_33089000_-	2	1
5_33121000_-	1	1
5_33143000_+	2	1
5_33186000_+	1	1
5_33210000_-	2	1
5_33220000_-	2	1
5_33238000_-	1	1
5_33260000_+	1	1
5_33261000_+	1	1
5_33314000_-	2	1
5_33336000_+	1	1
5_33340000_-	1	1
5_33358000_+	1	1
5_33372000_-	2	1
5_33383000_+	2	1
5_33394000_+	2	1
5_33397000_-	2	1
5_33431000_+	2	1
5_33437000_-	2	1
5_33451000_-	1	1
5_33475000_-	1	1
5_3350000_-	2	1
5_33506000_+	2	1
5_33510000_+	1	1
5_33513000_+	1	1
5_33521000_-	1	1
5_33535000_+	1	1
5_33536000_-	1	1
5_33547000_+	2	1
5_3356000_-	2	1
5_33603000_-	1	1
5_33648000_-	1	1
5_33652000_+	3	1
5_33659000_-	1	1
5_33663000_+	1	1
5_33671000_+	1	1
5_33723000_-	1	1
5_33741000_-	2	1
5_3375000_+	2	1
5_33786000_-	1	1
5_33788000_+	1	1
5_33789000_-	1	1
5_33793000_+	1	1
5_3381000_+	1	1
5_33828000_-	1	1
5_33834000_+	2	1
5_33846000_+	1	1
5_33867000_-	2	1
5_33910000_+	1	1
5_33914000_-	1	1
5_33946000_+	1	1
5_33951000_-	1	1
5_33981000_+	1	1
5_33985000_+	1	1
5_33993000_+	1	1
5_33995000_-	1	1
5_34013000_-	2	1
5_34014000_+	1	1
5_34017000_-	1	1
5_34025000_-	2	1
5_34031000_+	1	1
5_34054000_-	1	1
5_34056000_+	1	1
5_34062000_+	2	1
5_3410000_-	2	1
5_34190000_-	1	1
5_34191000_-	2	1
5_3420000_+	1	1
5_34275000_+	1	1
5_34314000_+	1	1
5_3433000_-	1	1
5_34421000_+	1	1
5_34433000_+	1	1
5_34436000_-	1	1
5_34437000_+	2	1
5_34449000_+	1	2
5_3445000_+	1	1
5_34451000_-	1	1
5_34457000_+	1	1
5_3446000_-	2	1
5_34470000_+	1	1
5_34479000_+	3	1
5_34494000_-	1	1
5_34562000_-	1	1
5_34581000_-	2	1
5_34586000_-	2	1
5_34588000_+	2	1
5_34595000_-	3	1
5_3460000_-	1	1
5_34632000_+	1	1
5_34633000_-	2	1
5_34640000_+	2	1
5_34644000_-	2	1
5_34655000_+	1	1
5_34710000_+	1	1
5_3472000_+	1	1
5_34721000_+	1	1
5_34743000_+	1	1
5_34807000_+	1	1
5_34816000_-	2	1
5_34816000_+	1	1
5_34819000_+	1	1
5_3486000_-	1	1
5_34866000_-	1	1
5_34875000_+	1	1
5_34881000_+	1	1
5_34888000_-	1	1
5_34889000_+	1	1
5_34893000_-	1	1
5_34899000_-	2	1
5_3490000_-	1	1
5_34916000_-	2	1
5_34917000_-	1	1
5_34923000_-	1	1
5_34947000_-	1	1
5_34949000_-	2	1
5_34972000_-	3	1
5_34972000_+	2	1
5_34974000_+	1	1
5_34987000_+	1	1
5_3499000_+	1	1
5_34991000_+	1	1
5_35030000_+	1	1
5_35035000_+	1	1
5_35048000_+	2	1
5_35074000_-	2	1
5_35105000_-	1	1
5_35115000_-	2	1
5_35129000_-	1	1
5_35135000_-	2	1
5_35142000_-	1	1
5_3515000_+	1	1
5_35158000_+	2	1
5_35178000_+	1	1
5_35181000_+	1	1
5_35211000_+	1	1
5_35226000_+	1	1
5_35234000_-	2	1
5_3524000_-	1	1
5_35247000_-	1	1
5_35249000_+	1	1
5_3530000_+	2	1
5_35301000_+	3	1
5_35307000_+	1	1
5_3531000_+	1	1
5_35318000_+	2	1
5_35322000_-	1	2
5_35349000_+	2	1
5_3535000_+	2	1
5_35363000_-	2	1
5_35379000_+	1	1
5_35385000_-	2	1
5_35395000_-	1	1
5_3544000_+	1	1
5_35446000_-	1	1
5_35504000_+	2	1
5_35515000_-	2	1
5_35530000_-	1	1
5_35533000_+	1	1
5_35537000_+	1	1
5_35566000_+	2	1
5_35586000_+	1	1
5_35592000_+	1	1
5_35619000_+	1	1
5_35680000_-	1	1
5_35688000_-	1	1
5_35692000_+	1	1
5_35734000_-	1	1
5_35740000_+	2	1
5_35773000_+	1	1
5_35774000_+	1	1
5_35782000_-	1	1
5_3581000_-	1	1
5_35810000_+	1	1
5_35828000_+	1	1
5_35845000_-	1	1
5_35852000_-	1	1
5_35873000_+	1	1
5_35875000_+	1	1
5_35906000_+	1	1
5_35912000_+	1	1
5_35920000_+	1	1
5_35925000_+	1	1
5_3593000_-	1	1
5_35930000_-	1	1
5_35932000_+	2	1
5_35957000_+	2	1
5_35970000_-	1	1
5_35972000_-	1	1
5_3598000_-	1	1
5_35981000_-	1	1
5_35986000_-	1	1
5_36000_-	1	1
5_36003000_+	1	1
5_36012000_+	2	1
5_3603000_+	1	1
5_36032000_-	1	1
5_36044000_-	1	1
5_36060000_+	2	1
5_36077000_+	1	1
5_36096000_-	1	1
5_36100000_+	2	1
5_36105000_-	2	1
5_3613000_+	2	1
5_36132000_-	1	1
5_36134000_+	1	1
5_36159000_+	1	1
5_36174000_+	2	1
5_36199000_-	1	1
5_36200000_+	2	1
5_36210000_+	2	1
5_3622000_+	1	1
5_36226000_-	2	1
5_36233000_+	2	1
5_36265000_-	1	1
5_36285000_-	1	1
5_36286000_-	2	1
5_36326000_+	2	1
5_36341000_+	1	1
5_36344000_-	1	1
5_3635000_+	1	1
5_36363000_-	1	1
5_3640000_-	1	1
5_36459000_+	1	1
5_36460000_+	1	1
5_36477000_+	2	1
5_36478000_+	2	1
5_36486000_+	1	1
5_3650000_-	2	1
5_36502000_-	1	1
5_36510000_-	1	1
5_36515000_+	1	1
5_36565000_-	1	1
5_36573000_+	1	1
5_36575000_-	2	1
5_36590000_-	1	1
5_36595000_+	1	1
5_36604000_+	2	1
5_36617000_+	1	1
5_36628000_+	2	1
5_36636000_+	1	1
5_36651000_+	1	1
5_36665000_+	1	1
5_36686000_-	2	1
5_36693000_+	1	1
5_36709000_+	2	1
5_36731000_+	3	1
5_36734000_+	2	1
5_36752000_-	1	1
5_36758000_+	1	1
5_36837000_-	2	1
5_36860000_+	2	1
5_36862000_+	1	2
5_36864000_-	1	1
5_36884000_-	1	1
5_36909000_+	1	1
5_36915000_+	2	1
5_36917000_-	1	1
5_36937000_+	1	1
5_36946000_-	1	1
5_36957000_-	1	1
5_36967000_+	1	1
5_36970000_+	1	1
5_37001000_-	1	1
5_37005000_+	2	1
5_37006000_-	1	1
5_37016000_+	1	1
5_37042000_-	2	1
5_37048000_+	2	1
5_37064000_+	1	1
5_37071000_+	1	1
5_37085000_+	1	1
5_37091000_+	1	1
5_37094000_+	2	1
5_37103000_-	1	1
5_37104000_-	1	1
5_37108000_+	2	1
5_37116000_+	1	1
5_37124000_-	1	1
5_37136000_-	2	1
5_37150000_-	1	1
5_3718000_+	1	2
5_37181000_-	1	1
5_37205000_-	1	1
5_37210000_+	1	1
5_37218000_+	1	1
5_37238000_-	1	1
5_37253000_-	2	1
5_37257000_+	1	1
5_3726000_+	1	1
5_37269000_+	1	1
5_37277000_+	2	1
5_37279000_+	2	1
5_37284000_-	1	1
5_37305000_+	1	1
5_37309000_-	1	1
5_37316000_-	1	1
5_37320000_+	2	1
5_37342000_-	1	1
5_37345000_+	1	1
5_37350000_+	2	1
5_37365000_+	1	1
5_37371000_+	1	1
5_37390000_+	1	1
5_37395000_-	1	1
5_37402000_-	1	1
5_37409000_-	1	1
5_37431000_-	2	2
5_37431000_+	1	1
5_37433000_+	1	1
5_37451000_-	1	1
5_37480000_-	1	1
5_37498000_-	1	1
5_37523000_+	1	1
5_37538000_+	1	1
5_37555000_+	1	1
5_37573000_+	1	1
5_37577000_+	1	1
5_37580000_-	1	1
5_37586000_-	1	1
5_3761000_+	1	1
5_37619000_+	1	1
5_37620000_+	1	1
5_37627000_-	1	1
5_37632000_-	1	1
5_37636000_+	1	1
5_37642000_+	1	1
5_37648000_-	2	1
5_37660000_+	1	1
5_37661000_+	2	1
5_37691000_+	1	1
5_37698000_+	1	1
5_37708000_-	1	1
5_3776000_+	1	1
5_37769000_+	2	1
5_37776000_+	1	1
5_37787000_+	1	1
5_37791000_+	1	1
5_37807000_-	2	1
5_3783000_+	1	1
5_37835000_-	1	1
5_3785000_-	1	1
5_37850000_-	2	1
5_37859000_-	2	1
5_37883000_+	1	1
5_3789000_+	1	1
5_37902000_-	1	1
5_37921000_-	1	1
5_37926000_+	2	1
5_3796000_+	2	1
5_37977000_-	1	1
5_37980000_-	1	1
5_37993000_+	1	1
5_38028000_+	1	1
5_38033000_+	2	1
5_38044000_-	1	1
5_38052000_-	1	1
5_38055000_+	2	1
5_38079000_-	1	1
5_38104000_+	2	1
5_38109000_+	1	1
5_38143000_+	1	1
5_38164000_-	1	1
5_38169000_+	2	1
5_38191000_+	1	1
5_38211000_+	1	1
5_38236000_-	1	1
5_38241000_-	2	1
5_38243000_-	1	1
5_38280000_+	1	1
5_38290000_-	1	1
5_383000_+	1	1
5_38322000_+	2	2
5_38355000_+	1	1
5_38357000_+	2	1
5_38375000_+	2	1
5_38395000_+	1	1
5_38417000_-	1	1
5_38427000_-	2	1
5_38429000_+	1	1
5_38437000_-	1	1
5_38449000_-	2	1
5_38458000_-	2	1
5_38479000_+	1	1
5_38482000_+	1	1
5_38519000_-	2	1
5_3852000_+	1	1
5_38545000_+	1	1
5_38549000_+	1	1
5_38552000_-	1	1
5_38563000_-	1	1
5_3859000_-	1	1
5_38632000_+	2	1
5_38636000_+	1	1
5_38652000_-	1	1
5_38685000_-	2	1
5_38695000_+	1	1
5_38703000_+	1	1
5_38710000_-	2	1
5_38727000_-	2	1
5_38754000_-	2	1
5_38763000_+	2	1
5_38787000_-	2	1
5_3881000_-	1	1
5_38814000_+	2	1
5_38815000_-	1	1
5_38818000_-	1	1
5_38828000_-	2	1
5_38836000_+	1	1
5_38838000_+	2	1
5_38846000_+	2	1
5_38880000_+	2	1
5_3890000_+	2	1
5_38916000_-	1	1
5_38926000_+	2	1
5_38931000_-	1	1
5_38931000_+	1	1
5_38937000_-	1	1
5_38952000_+	1	1
5_38974000_+	1	1
5_38983000_-	1	1
5_38984000_+	1	1
5_3901000_+	1	1
5_39013000_-	2	1
5_39092000_+	2	1
5_39099000_-	1	1
5_39099000_+	1	1
5_3911000_+	1	1
5_39154000_+	1	1
5_39159000_-	1	1
5_39161000_-	2	1
5_39165000_+	2	1
5_39182000_-	1	1
5_39189000_-	1	1
5_39190000_+	1	1
5_39193000_-	2	1
5_39199000_+	1	1
5_39218000_+	1	1
5_39227000_-	1	1
5_39246000_-	2	1
5_39246000_+	1	1
5_39257000_+	2	1
5_39258000_+	1	1
5_39264000_+	1	1
5_39281000_-	1	1
5_39285000_-	1	1
5_39295000_+	1	1
5_3930000_+	2	1
5_39302000_+	1	1
5_39304000_-	2	1
5_39314000_+	1	1
5_39329000_+	2	1
5_39330000_+	2	1
5_39331000_+	2	1
5_39333000_-	1	1
5_39367000_+	1	1
5_39375000_-	1	1
5_39379000_+	2	1
5_39383000_+	1	1
5_39389000_-	1	1
5_39396000_-	2	1
5_39402000_+	2	1
5_39427000_-	2	1
5_39430000_+	1	1
5_39431000_+	2	1
5_39468000_+	1	1
5_39469000_-	2	1
5_39502000_-	1	1
5_39504000_+	1	1
5_39519000_-	2	1
5_39566000_+	1	1
5_39570000_+	1	1
5_39588000_-	2	1
5_39608000_-	1	1
5_39674000_-	1	1
5_39674000_+	1	1
5_39689000_-	1	1
5_39691000_+	1	1
5_39699000_-	1	1
5_39737000_+	1	1
5_39750000_+	1	1
5_39755000_-	1	1
5_39782000_-	1	1
5_39862000_-	2	2
5_39865000_-	1	1
